         506395 function calls (469475 primitive calls) in 384.973 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\connection.py:277(_close)
        4    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\json\encoder.py:205(iterencode)
      348    0.000    0.000    0.000    0.000 {built-in method _winapi.GetCurrentProcess}
        1    0.000    0.000    0.000    0.000 <frozen runpy>:1(<module>)
      168    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
      114    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_parser.py:168(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\encodings\cp1252.py:22(decode)
       14    0.000    0.000    0.000    0.000 C:\Users\patri\AppData\Roaming\Python\Python312\site-packages\numpy\_core\numeric.py:1918(isscalar)
       96    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:462(format)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
       24    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:968(acquire)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:420(__exit__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
      160    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
      106    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_parser.py:240(__next)
      118    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_parser.py:98(closegroup)
      140    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\shutil.py:606(_rmtree_islink)
        2    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:796(__init__)
       24    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\context.py:369(set_spawning_popen)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
       46    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
       74    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:455(_format)
       46    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\subprocess.py:193(__init__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
      6/2    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedWriter' objects}
       46    0.000    0.000    0.000    0.000 {built-in method msvcrt.get_osfhandle}
      104    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\random.py:126(__init__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:372(release)
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:668(usesTime)
       50    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\threading.py:1040(_set_native_id)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:666(_classify_pyc)
      6/2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       72    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      108    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FF8E4AC7A20}
       11    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\moviepy\audio\io\readers.py:128(seek)
      160    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       67    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.CreateFile}
        4    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
       10    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\enum.py:726(__call__)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:170(<lambda>)
       52    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\threading.py:308(_release_save)
       50    0.000    0.000    0.000    0.000 {built-in method sys.settrace}
       36    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\spawn.py:92(<genexpr>)
       92    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\subprocess.py:1311(_on_error_fd_closer)
       33    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\moviepy\Clip.py:216(set_start)
       66    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\subprocess.py:1239(_remaining_time)
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\spawn.py:138(_check_not_importing_main)
      156    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\threading.py:601(is_set)
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.ConnectNamedPipe}
        2    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:747(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\proglog\proglog.py:378(default_bar_logger)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
       58    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\util.py:48(debug)
      104    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
      184    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
       56    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_parser.py:256(match)
       30    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\enum.py:1544(_get_value)
       17    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_compiler.py:216(_compile_charset)
        2    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\random.py:135(seed)
       60    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\popen_spawn_win32.py:70(<genexpr>)
        5    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\copyreg.py:107(_slotnames)
       42    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        9    0.000    0.000    0.000    0.000 C:\Users\patri\AppData\Roaming\Python\Python312\site-packages\_distutils_hack\__init__.py:102(find_spec)
       32    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       14    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_parser.py:449(_uniq)
        4    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:447(usesTime)
        1    0.000    0.000    0.000    0.000 <decorator-gen-42>:1(iter_frames)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:699(_validate_timestamp_pyc)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
      7/5    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_compiler.py:436(_get_literal_prefix)
       24    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\process.py:94(<genexpr>)
       52    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
       12    0.000    0.000    0.000    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
       96    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\connection.py:159(readable)
       53    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
       12    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__new__)
       44    0.000    0.000    0.000    0.000 {method 'getbuffer' of '_winapi.Overlapped' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:234(_acquireLock)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       88    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        4    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\json\encoder.py:260(_make_iterencode)
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:129(getLevelName)
        4    0.000    0.000    0.000    0.000 {method 'put' of '_queue.SimpleQueue' objects}
       20    0.000    0.000    0.000    0.000 <frozen ntpath>:35(_get_bothseps)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\moviepy\audio\AudioClip.py:281(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\subprocess.py:290(_optim_args_from_interpreter_flags)
       11    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\moviepy\video\io\ffmpeg_reader.py:198(__del__)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\queues.py:35(Queue)
        1    0.000    0.000    0.000    0.000 c:\Users\patri\Documents\GitHub\MusicClips\scripter.py:55(can_transpose)
       12    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
       40    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_parser.py:176(append)
       24    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:975(release)
        4    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\synchronize.py:94(__enter__)
       26    0.000    0.000    0.000    0.000 C:\Users\patri\AppData\Roaming\Python\Python312\site-packages\numpy\lib\_shape_base_impl.py:1279(<genexpr>)
       25    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\weakref.py:104(__init__)
       66    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.SetNamedPipeHandleState}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
      102    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       48    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\threading.py:1180(name)
        5    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_parser.py:231(__init__)
       50    0.000    0.000    0.000    0.000 {built-in method _thread.daemon_threads_allowed}
       80    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\process.py:193(name)
        1    0.000    0.000    0.000    0.000 <decorator-gen-41>:1(iter_frames)
        9    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       46    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\subprocess.py:1563(_internal_poll)
       11    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\moviepy\video\VideoClip.py:674(set_position)
       24    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:831(filter)
       49    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       42    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\process.py:37(current_process)
        6    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
       13    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       31    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_parser.py:293(tell)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:928(__init__)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
      110    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\copy.py:102(_copy_immutable)
       60    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\connection.py:143(_check_writable)
       96    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\connection.py:164(writable)
        6    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\warnings.py:421(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_compiler.py:398(_simple)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x000002517DF5F560}
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\proglog\proglog.py:125(__init__)
       11    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\moviepy\Clip.py:269(set_duration)
       70    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\connection.py:118(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\proglog\proglog.py:233(<lambda>)
       46    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\contextlib.py:564(__enter__)
       12    0.000    0.000    0.000    0.000 {built-in method nt._path_normpath}
       40    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_parser.py:164(__len__)
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:383(getMessage)
       46    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       36    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\process.py:189(name)
        3    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_parser.py:86(opengroup)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:643(_check_name_wrapper)
       96    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
       46    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\subprocess.py:259(_cleanup)
       40    0.000    0.000    0.000    0.000 C:\Users\patri\AppData\Roaming\Python\Python312\site-packages\numpy\_core\multiarray.py:161(concatenate)
       12    0.000    0.000    0.000    0.000 {built-in method time.time}
       22    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
       12    0.000    0.000    0.000    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\context.py:253(get_start_method)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\connection.py:115(_ConnectionBase)
       11    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\moviepy\audio\io\readers.py:252(__del__)
        9    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:1428(_fixupParents)
       11    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\moviepy\Clip.py:247(set_end)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
        1    0.000    0.000    0.000    0.000 <frozen os>:1116(__subclasshook__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\AppData\Roaming\Python\Python312\site-packages\numpy\_core\numerictypes.py:470(issubdtype)
        2    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\proglog\proglog.py:169(iter_bar)
        1    0.000    0.000    0.000    0.000 {method 'result_type' of 'numpy._core._multiarray_umath._array_converter' objects}
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1469(_path_importer_cache)
        6    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\process.py:234(ident)
        7    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
       53    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       96    0.000    0.000    0.000    0.000 {built-in method math.floor}
       50    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
       50    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
       53    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        8    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:243(_releaseLock)
        6    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\tempfile.py:229(_get_candidate_names)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:745(ApplyResult)
       19    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_parser.py:113(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:1497(__init__)
        8    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        3    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:1776(getEffectiveLevel)
       32    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        7    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        2    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\synchronize.py:370(Barrier)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\tokenize.py:382(find_cookie)
        4    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\json\encoder.py:105(__init__)
       24    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\spawn.py:45(get_executable)
       12    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        4    0.000    0.000    0.000    0.000 <frozen codecs>:186(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:157(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_parser.py:83(groups)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\spawn.py:36(set_executable)
        4    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\synchronize.py:97(__exit__)
       10    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\enum.py:1129(__new__)
       40    0.000    0.000    0.000    0.000 C:\Users\patri\AppData\Roaming\Python\Python312\site-packages\numpy\_core\shape_base.py:77(_atleast_2d_dispatcher)
        5    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       14    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
       22    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\synchronize.py:46(SemLock)
        5    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:921(ThreadPool)
        2    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:734(__enter__)
       10    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_compiler.py:570(isstring)
       43    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\process.py:205(daemon)
       14    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\connection.py:656(PipeListener)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:150(_PoolCache)
        2    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:279(_get_sentinels)
       11    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\moviepy\video\VideoClip.py:655(set_mask)
        5    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_parser.py:953(fix_flags)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:892(_addHandlerRef)
       21    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\weakref.py:289(update)
       13    0.000    0.000    0.000    0.000 C:\Users\patri\AppData\Roaming\Python\Python312\site-packages\numpy\lib\_shape_base_impl.py:1269(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:756(ready)
        2    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_compiler.py:467(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\moviepy\tools.py:164(find_extension)
        6    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\synchronize.py:90(_make_methods)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        4    0.000    0.000    0.000    0.000 {method '__enter__' of '_multiprocessing.SemLock' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\process.py:213(authkey)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\connection.py:364(Connection)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\synchronize.py:217(Condition)
        9    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
       14    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\util.py:44(sub_debug)
        3    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_compiler.py:407(_generate_overlap_table)
        2    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\pool.py:266(__del__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
       12    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\context.py:187(get_context)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\queues.py:359(SimpleQueue)
        2    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       13    0.000    0.000    0.000    0.000 C:\Users\patri\AppData\Roaming\Python\Python312\site-packages\numpy\lib\_shape_base_impl.py:1193(_tile_dispatcher)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\util.py:185(Finalize)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\connection.py:448(Listener)
        6    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\connection.py:838(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\logging\__init__.py:1702(addHandler)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1103(_resolve_filename)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\connection.py:268(PipeConnection)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\moviepy\audio\io\ffmpeg_audiowriter.py:130(__del__)
        1    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\site-packages\proglog\proglog.py:30(__init__)
        9    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        1    0.000    0.000    0.000    0.000 <decorator-gen-43>:1(iter_chunks)
        5    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        5    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_parser.py:77(__init__)
        4    0.000    0.000    0.000    0.000 {method '__exit__' of '_multiprocessing.SemLock' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\multiprocessing\context.py:237(get_context)
        6    0.000    0.000    0.000    0.000 C:\Users\patri\anaconda3\envs\MusicClips\Lib\re\_compiler.py:31(_combine_flags)
